,sentiment,headline
2198,2,The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .
2199,2,The actions are expected to deliver annual cost savings of some EUR15-20m .
2200,0,"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option ."
2201,0,The amendment will not incur additional costs .
2202,2,The announced restructuring will significantly decrease the Company 's indebtedness .
2203,2,The companies expect the first orders already in 2011 .
2204,2,The company also expects to sell its products in other Russian region .
2205,0,The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .
2206,0,The company closed last year with a turnover of about four million euros .
2207,0,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .
2208,0,The company expects sales revenue of RMB8 .0 billion in 2009 .
2209,2,The company feels these leases are prime locations due to several producing formations in the immediate area .
2210,0,The company has exported into about twenty European countries as well as to Africa .
2211,2,The company is well positioned in Brazil and Uruguay .
2212,2,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .
2213,0,The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .
2214,0,The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .
2215,0,"The company 's profit totaled Ls 134,700 ."
2216,0,"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 ."
2217,2,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .
2218,0,The company will build altogether 130 new substations by the end of this year .
2219,2,The diesel margin has remained high .
2220,2,"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained ."
2221,2,The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .
2222,0,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .
2223,0,The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .
2224,0,The first quarter was as expected and was in line with analysts ' forecasts .
2225,2,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America ."
2226,0,The German subsidiary will produce software development services for Ixonos Telecommunications Business Unit 's client projects .
2227,0,"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons ."
2228,0,"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons ."
2229,0,"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports ."
2230,0,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .
2231,0,The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .
2232,2,The group will expand the chain to include 45 stores .
2233,0,The insurance division turned a EUR120m profit .
2234,2,The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . '
2235,2,The long-term contract is global .
2236,2,The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .
2237,2,The offer represents a premium of 24 % over the stock 's closing price on Friday .
2238,0,The opening of the portal is part of the expansion strategy of Alma Media 's Marketplaces business unit .
2239,2,"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 ."
2240,2,The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .
2241,2,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .
2242,0,"The segment has an annual revenue of approximately EUR400m , the company said ."
2243,2,The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .
2244,0,The solvency capital ratio of both companies was 2.7 times the solvency limit .
2245,2,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 ."
2246,2,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .
2247,2,This will bring cost savings of about EUR 3mn a year .
2248,2,Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .
2249,0,"Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators ."
2250,2,"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure ."
2251,0,Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .
2252,2,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .
2253,0,Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market .
2254,0,Vacon 's office will support its customers in Brazil and South America .
2255,2,We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .
2256,2,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year ."
2257,0,"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters ."
2258,2,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .
2259,0,- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .
2260,2,"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement ."
2261,2,`` Leipurin is a growing and rapidly internationalizing Group .
2262,2,`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . ''
2263,2,"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno ."
2264,2,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement ."
2265,2,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year ."
2266,2,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .
2267,2,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ."
2268,2,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ."
2269,2,"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today ."
2270,2,"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment ."
2271,2,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order ."
2272,2,CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .
2273,2,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 ."
2274,2,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 ."
2275,0,Finnish construction company Lemminkainen Oyj HEL : LEM1S said yesterday that it would build a plastic film extrusion plant for packaging materials supplier Ab Rani Plast Oy at Lemminkainen 's Kaluga industrial park in Russia .
2276,2,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .
2277,2,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 ."
2278,2,"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 ."
2279,2,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 ."
2280,2,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .
2281,0,Glaston also has efficiency measures in all other units .
2282,2,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business ."
2283,2,"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 ."
2284,2,It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .
2285,2,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint ."
2286,2,"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million"
2287,2,"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU"
2288,2,"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management ."
2289,2,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ."
2290,2,"Net sales will , however , increase from 2005 ."
2291,0,"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat ."
2292,2,Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .
2293,2,"Order intake , on the other hand , is expected to be stronger than in 2007 ."
2294,2,"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways ."
2295,2,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year ."
2296,2,Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .
2297,2,"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur ."
2298,2,Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .
2299,2,"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 ."
2300,2,Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .
2301,2,"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also ."
2302,2,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software ."
2303,2,"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes ."
2304,2,The company expects net sales to significantly increase from 2009 .
2305,2,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 ."
2306,2,"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam ."
2307,0,"The contract traded at an all-time high of $ 50,200 a ton on April 24 ."
2308,2,"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % ."
2309,2,"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 ."
2310,2,The fund at fair value will increase correspondingly .
2311,0,The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .
2312,0,The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .
2313,2,The optimization of the steel components heating process will reduce the energy consumption .
2314,2,The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .
2315,0,These savings will have full impact as of the beginning of 2007 .
2316,2,This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .
2317,2,This new partnership agreement represents a significant milestone for both parties .
2318,2,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 ."
2319,0,"Together , Yahoo and Nokia said they will continue to deliver Internet experiences that address the core needs of consumers , developers , operators and advertisers ."
2320,2,"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said ."
2321,2,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy ."
2322,0,"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital ."
2323,0,The forecast for 2012 is 3.3 % .
2324,0,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares ."
2325,0,The company is listed on the Nordic Exchange in Helsinki .
2326,0,"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore ."
2327,0,"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system ."
2328,0,28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .
2329,0,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .
2330,0,"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 ."
2331,0,The shops are located in the capital region and the Paijat-Hame region .
2332,0,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .
2333,0,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .
2334,0,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases ."
2335,0,Name of Company in which holdings have been acquired : Citycon Oyj 2 .
2336,0,"BasWare is headquartered in Espoo , Finland ."
2337,0,"The store is located in Poznan in a shopping center named Pestka , the company added ."
2338,0,"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business ."
2339,0,"According to the Act , universities can now acquire private funding ."
2340,0,"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand ."
2341,1,Asian traffic declined by 3.4 per cent .
2342,0,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents ."
2343,0,"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide ."
2344,2,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs ."
2345,0,"According to latest information , Benefon will launch its Twig device on 20 September 2006 ."
2346,0,Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .
2347,0,"The joint venture will invest about EUR 500,000 in production technology straight away ."
2348,0,He will report to CapMan Plc 's CEO Heikki Westerlund .
2349,0,The price will be specified at the completion date .
2350,0,A total of $ 78 million will be invested in the project .
2351,0,"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO ."
2352,0,"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com"
2353,0,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation ."
2354,0,`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .
2355,0,`` There is no room to modify the share component as we have already indicated . ''
2356,0,`` We could be there .
2357,2,`` We were the lowest bidders and now the final approval is awaited . ''
2358,0,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place ."
2359,0,"128,538 shares can still be subscribed for with Series E share options , max ."
2360,0,15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .
2361,0,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan ."
2362,0,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo ."
2363,0,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .
2364,0,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-£801-£6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ."
2365,0,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''"
2366,0,"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch - HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software ."
2367,0,A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .
2368,0,"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems ."
2369,0,"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other ."
2370,0,Absolut Bank is exploring the possibility of further borrowing .
2371,0,Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .
2372,2,Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+Ænsi-Kalkkuna to produce turkey meat .
2373,0,Finnish food industry company L+Ænnen Tehtaat is planning changes to its fish product business .
2374,1,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .
2375,0,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .
2376,0,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina ."
2377,1,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 ."
2378,0,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+_ne , southern Sweden ."
2379,0,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava ."
2380,1,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high ."
2381,0,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom ."
2382,0,"According to CEO Hannu Syrj+Ænen , a new common name and visual identity is required as the group has grown and internationalised ."
2383,0,"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 ."
2384,0,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 ."
2385,0,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building ."
2386,0,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however ."
2387,0,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest ."
2388,0,"According to the company , the lay-offs will be temporary ."
2389,0,"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia ."
2390,0,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla - s shares and voting rights ."
2391,0,"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % ."
2392,0,After that the two companies sat down and sewed up the present deal .
2393,0,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation ."
2394,0,"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents ."
2395,0,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
2396,0,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
2397,0,Airbus will attempt to evacuate up to 873 people within 90 seconds .
2398,0,"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device ."
2399,0,All rights reserved .
2400,0,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .
2401,0,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees ."
2402,0,Almost the entire office building will be occupied by Metso .
2403,0,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros ."
2404,0,Also the development of online businesses will continue .
2405,0,Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .
2406,0,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .
2407,0,"As a result , a total of 82 employees would be given notice ."
2408,0,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt ."
2409,0,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share ."
2410,1,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 ."
2411,0,"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''"
2412,0,"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 ."
2413,0,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .
2414,0,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % ."
2415,0,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions ."
2416,0,Autotank Group is part of Aspo 's Systems Division .
2417,0,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .
2418,0,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware ."
2419,0,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China ."
2420,1,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .
2421,0,"Besides , Pit-Produkt will enter the new segments ."
2422,0,"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 ."
2423,0,CapMan made its initial investment in OneMed in June 2006 .
2424,0,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value ."
2425,0,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .
2426,0,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ."
2427,0,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively ."
2428,0,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height ."
2429,0,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros ."
2430,0,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited
2431,0,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space ."
2432,0,Currency conversions are based on exchange rates at the time of the deal .
2433,0,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China ."
2434,0,"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments ."
2435,0,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. ."
2436,0,Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .
2437,0,Each share is entitled to one vote .
2438,0,Each year the dividend is deducted from the subscription price .
2439,0,Earnings per share EPS amounted to EUR0 .01 .
2440,0,Earnings per share were EUR -0.04 -0.06 .
2441,0,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .
2442,0,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .
2443,0,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .
2444,0,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 ."
2445,0,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system ."
2446,0,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group ."
2447,0,"Ethanol would be made from barley , and production could start in 2008 ."
2448,0,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications ."
2449,0,Exel is headquartered in Mantyharju in Finland .
2450,0,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .
2451,0,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !
2452,0,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement ."
2453,0,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions ."
2454,2,"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia ."
2455,0,Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .
2456,2,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .
2457,0,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .
2458,0,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk ."
2459,0,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported ."
2460,0,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .
2461,0,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .
2462,2,"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum ."
2463,0,"Following the issue , the new shares will constitute 10 percent of the firm 's capital ."
2464,0,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland ."
2465,0,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people ."
2466,0,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed ."
2467,0,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List ."
